Type;Days for shipping (real);Days for shipment (scheduled);Benefit per order;Sales per customer;Delivery Status;Late_delivery_risk;Category Id;Category Name;Customer City;Customer Country;Customer Email;Customer Fname;Customer Id;Customer Lname;Customer Password;Customer Segment;Customer State;Customer Street;Customer Zipcode;Department Id;Department Name;Latitude;Longitude;Market;Order City;Order Country;Order Customer Id;order date (DateOrders);Order Id;Order Item Cardprod Id;Order Item Discount;Order Item Discount Rate;Order Item Id;Order Item Product Price;Order Item Profit Ratio;Order Item Quantity;Sales;Order Item Total;Order Profit Per Order;Order Region;Order State;Order Status;Order Zipcode;Product Card Id;Product Category Id;Product Description;Product Image;Product Name;Product Price;Product Status;shipping date (DateOrders);Shipping Mode
DEBIT;5;4;1.218.799.973;2.834.500.122;Late delivery;1;17;Cleats;Columbia;EE. UU.;XXXXXXXXX;William;7366;Ellison;XXXXXXXXX;Consumer;SC;8688 Broad Shadow Abbey;29223;4;Apparel;3.411.984.253;-8.108.582.306;LATAM;Mendoza;Argentina;7366;3/18/2017 0:05;55284;365;16.5;0.059999999;138264;5.999.000.168;0.430000007;5;2.999.500.122;2.834.500.122;1.218.799.973;South America;Mendoza;COMPLETE;;365;17;;http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck;Perfect Fitness Perfect Rip Deck;5.999.000.168;0;3/23/2017 0:05;Standard Class
DEBIT;3;4;2.549.999.952;2.549.600.067;Advance shipping;0;17;Cleats;Houston;EE. UU.;XXXXXXXXX;Mary;8084;Smith;XXXXXXXXX;Consumer;TX;3200 Honey Range;77036;4;Apparel;297.872.448;-9.537.207.031;LATAM;Córdoba;Argentina;8084;3/11/2017 20:15;54862;365;4.499.000.168;0.150000006;137212;5.999.000.168;0.01;5;2.999.500.122;2.549.600.067;2.549.999.952;South America;Córdoba;COMPLETE;;365;17;;http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck;Perfect Fitness Perfect Rip Deck;5.999.000.168;0;3/14/2017 20:15;Standard Class
DEBIT;6;4;8.091.000.366;2.489.600.067;Late delivery;1;17;Cleats;Tinley Park;EE. UU.;XXXXXXXXX;Mary;838;Smith;XXXXXXXXX;Consumer;IL;4212 Honey Trail;60477;4;Apparel;3.302.153.778;-9.673.547.363;LATAM;Buenos Aires;Argentina;838;2/2/2015 21:40;2255;365;5.099.000.168;0.170000002;5645;5.999.000.168;0.330000013;5;2.999.500.122;2.489.600.067;8.091.000.366;South America;Buenos Aires;COMPLETE;;365;17;;http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck;Perfect Fitness Perfect Rip Deck;5.999.000.168;0;2/8/2015 21:40;Standard Class
DEBIT;4;4;115;250;Shipping on time;0;24;Women's Apparel;Chicago;EE. UU.;XXXXXXXXX;Mary;11585;Smith;XXXXXXXXX;Consumer;IL;7762 Noble Heath;60641;5;Golf;4.195.346.451;-8.773.246.002;LATAM;Buenos Aires;Argentina;11585;2/17/2017 10:49;53328;502;0;0;133246;50;0.460000008;5;250;250;115;South America;Buenos Aires;COMPLETE;;502;24;;http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo;Nike Men's Dri-FIT Victory Golf Polo;50;0;2/21/2017 10:49;Standard Class
DEBIT;6;4;-3.470.000.029;247.5;Late delivery;1;24;Women's Apparel;Arlington;EE. UU.;XXXXXXXXX;George;7006;Smith;XXXXXXXXX;Consumer;VA;5926 Emerald Elk Diversion;22204;5;Golf;3.886.595.917;-7.713.325.501;LATAM;Buenos Aires;Argentina;7006;1/20/2015 16:36;1350;502;2.5;0.01;3341;50;-0.01;5;250;247.5;-3.470.000.029;South America;Buenos Aires;COMPLETE;;502;24;;http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo;Nike Men's Dri-FIT Victory Golf Polo;50;0;1/26/2015 16:36;Standard Class
DEBIT;6;4;24.5;245;Late delivery;1;24;Women's Apparel;Arlington;EE. UU.;XXXXXXXXX;George;7006;Smith;XXXXXXXXX;Consumer;VA;5926 Emerald Elk Diversion;22204;5;Golf;3.886.595.917;-7.713.325.501;LATAM;Buenos Aires;Argentina;7006;1/20/2015 16:36;1350;502;5;0.02;3338;50;0.100000001;5;250;245;24.5;South America;Buenos Aires;COMPLETE;;502;24;;http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo;Nike Men's Dri-FIT Victory Golf Polo;50;0;1/26/2015 16:36;Standard Class
DEBIT;2;4;1.771.999.931;236.25;Advance shipping;0;24;Women's Apparel;Lynnwood;EE. UU.;XXXXXXXXX;Robert;10012;Montoya;XXXXXXXXX;Consumer;WA;3282 Lost Gate;98037;5;Golf;4.784.322.357;-1.222.460.785;LATAM;Buenos Aires;Argentina;10012;4/18/2015 12:17;7366;502;13.75;0.059999999;18448;50;0.079999998;5;250;236.25;1.771.999.931;South America;Buenos Aires;COMPLETE;;502;24;;http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo;Nike Men's Dri-FIT Victory Golf Polo;50;0;4/20/2015 12:17;Standard Class
DEBIT;2;4;9.300.000.191;1.161.999.969;Advance shipping;0;40;Accessories;El Paso;EE. UU.;XXXXXXXXX;Mary;7902;Smith;XXXXXXXXX;Consumer;TX;8666 Pleasant Quail Canyon;79927;6;Outdoors;3.165.174.103;-1.062.676.239;LATAM;Buenos Aires;Argentina;7902;2/22/2017 21:30;53701;906;8.75;0.07;134249;2.498.999.977;0.079999998;5;1.249.499.969;1.161.999.969;9.300.000.191;South America;Buenos Aires;COMPLETE;;906;40;;http://images.acmesports.sports/Team+Golf+Tennessee+Volunteers+Putter+Grip;Team Golf Tennessee Volunteers Putter Grip;2.498.999.977;0;2/24/2017 21:30;Standard Class
DEBIT;2;4;1.200.999.985;2.729.500.122;Advance shipping;0;17;Cleats;Salinas;EE. UU.;XXXXXXXXX;Jacqueline;9396;Smith;XXXXXXXXX;Consumer;CA;1761 Noble Barn Heath;93905;4;Apparel;3.668.344.116;-1.216.128.922;LATAM;Buenos Aires;Argentina;9396;3/5/2017 15:00;54436;365;27;0.090000004;136131;5.999.000.168;0.439999998;5;2.999.500.122;2.729.500.122;1.200.999.985;South America;Buenos Aires;ON_HOLD;;365;17;;http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck;Perfect Fitness Perfect Rip Deck;5.999.000.168;0;3/7/2017 15:00;Standard Class
DEBIT;4;4;-1.511.699.982;2.519.600.067;Shipping on time;0;17;Cleats;Berwyn;EE. UU.;XXXXXXXXX;Ann;11903;Werner;XXXXXXXXX;Consumer;IL;6908 Rocky Wood;60402;4;Apparel;4.185.078.049;-8.779.634.094;LATAM;Buenos Aires;Argentina;11903;5/23/2017 18:34;59858;365;4.799.000.168;0.159999996;149812;5.999.000.168;-0.600000024;5;2.999.500.122;2.519.600.067;-1.511.699.982;South America;Buenos Aires;ON_HOLD;;365;17;;http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck;Perfect Fitness Perfect Rip Deck;5.999.000.168;0;5/27/2017 18:34;Standard Class
DEBIT;5;4;15;1.999.499.969;Late delivery;1;29;Shop By Sport;Chandler;EE. UU.;XXXXXXXXX;Rachel;3868;Smith;XXXXXXXXX;Consumer;AZ;1112 Sunny Pond Wood;85225;5;Golf;3.332.296.753;-1.118.416.901;LATAM;Buenos Aires;Argentina;3868;5/15/2015 22:14;9244;627;0;0;23073;3.999.000.168;0.079999998;5;1.999.499.969;1.999.499.969;15;South America;Buenos Aires;ON_HOLD;;627;29;;http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe;Under Armour Girls' Toddler Spine Surge Runni;3.999.000.168;0;5/20/2015 22:14;Standard Class
TRANSFER;6;4;5.104.000.092;176;Late delivery;1;24;Women's Apparel;Hampton;EE. UU.;XXXXXXXXX;Mary;9650;Douglas;XXXXXXXXX;Consumer;VA;3754 Red Gardens;23666;5;Golf;37.047.966;-7.639.997.101;LATAM;Buenos Aires;Argentina;9650;4/12/2015 21:03;6980;502;24;0.119999997;17487;50;0.289999992;4;200;176;5.104.000.092;South America;Buenos Aires;PENDING;;502;24;;http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo;Nike Men's Dri-FIT Victory Golf Polo;50;0;4/18/2015 21:03;Standard Class
TRANSFER;5;4;4.750.999.832;1.583.600.006;Late delivery;1;29;Shop By Sport;Salt Lake City;EE. UU.;XXXXXXXXX;Mary;6009;Smith;XXXXXXXXX;Consumer;UT;4875 Dusty Key;84119;5;Golf;4.076.031.113;-1.118.882.217;LATAM;Buenos Aires;Argentina;6009;4/30/2015 23:07;8219;627;1.600.000.024;0.01;20530;3.999.000.168;0.300000012;4;1.599.600.067;1.583.600.006;4.750.999.832;South America;Buenos Aires;PROCESSING;;627;29;;http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe;Under Armour Girls' Toddler Spine Surge Runni;3.999.000.168;0;5/5/2015 23:07;Standard Class
TRANSFER;3;4;-459;180;Advance shipping;0;24;Women's Apparel;Virginia Beach;EE. UU.;XXXXXXXXX;Sharon;2223;Hoffman;XXXXXXXXX;Consumer;VA;690 Quaking By-pass;23452;5;Golf;3.683.838.272;-7.611.729.431;LATAM;San Justo;Argentina;2223;2/13/2015 0:06;2947;502;20;0.100000001;7348;50;-2.549.999.952;4;200;180;-459;South America;Santa Fe;PROCESSING;;502;24;;http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo;Nike Men's Dri-FIT Victory Golf Polo;50;0;2/16/2015 0:06;Standard Class
TRANSFER;3;4;1.056.000.042;1.055.699.997;Shipping canceled;0;29;Shop By Sport;Anaheim;EE. UU.;XXXXXXXXX;Mary;1314;Smith;XXXXXXXXX;Corporate;CA;7787 Lazy Corners;92802;5;Golf;3.381.289.673;-1.179.363.785;LATAM;Rosario;Argentina;1314;2/7/2015 17:59;2587;627;1.439.999.962;0.119999997;6474;3.999.000.168;0.100000001;3;1.199.700.012;1.055.699.997;1.056.000.042;South America;Santa Fe;CANCELED;;627;29;;http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe;Under Armour Girls' Toddler Spine Surge Runni;3.999.000.168;0;2/10/2015 17:59;Standard Class
TRANSFER;4;4;1.425.500.031;2.969.700.012;Shipping on time;0;9;Cardio Equipment;Rock Hill;EE. UU.;XXXXXXXXX;Paul;7370;Hanna;XXXXXXXXX;Corporate;SC;2264 Thunder Abbey;29730;3;Footwear;3.488.773.346;-8.104.732.513;LATAM;Concepción del Uruguay;Argentina;7370;4/3/2015 13:53;6343;191;3;0.01;15875;9.998.999.786;0.479999989;3;2.999.700.012;2.969.700.012;1.425.500.031;South America;Entre Ríos;PENDING;;191;9;;http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe;Nike Men's Free 5.0+ Running Shoe;9.998.999.786;0;4/7/2015 13:53;Standard Class
TRANSFER;3;4;1.255.000.019;1.673.699.951;Advance shipping;0;17;Cleats;Smyrna;EE. UU.;XXXXXXXXX;Nancy;616;Mcclure;XXXXXXXXX;Corporate;GA;6841 Harvest Cloud Edge;30080;4;Apparel;3.295.944.214;-9.676.813.507;LATAM;Santa Fe;Argentina;616;2/10/2017 15:33;52862;365;1.260.000.038;0.07;132167;5.999.000.168;0.079999998;3;1.799.700.012;1.673.699.951;1.255.000.019;South America;Santa Fe;PENDING;;365;17;;http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck;Perfect Fitness Perfect Rip Deck;5.999.000.168;0;2/13/2017 15:33;Standard Class
TRANSFER;5;4;2.194.000.053;67.5;Late delivery;1;7;Hockey;Caguas;Puerto Rico;XXXXXXXXX;Sharon;2501;Caldwell;XXXXXXXXX;Consumer;PR;9615 Misty Grove;725;2;Fitness;1.829.646.874;-663.706.131;LATAM;La Plata;Argentina;2501;5/14/2015 7:41;9134;134;7.5;0.100000001;22787;25;0.330000013;3;75;67.5;2.194.000.053;South America;Buenos Aires (provincia);PROCESSING;;134;7;;http://images.acmesports.sports/Nike+Women%27s+Legend+V-Neck+T-Shirt;Nike Women's Legend V-Neck T-Shirt;25;0;5/19/2015 7:41;Standard Class
DEBIT;2;2;-3.275.999.832;1.174.199.982;Shipping on time;0;6;Tennis & Racquet;Caguas;Puerto Rico;XXXXXXXXX;Jeremy;8360;Smith;XXXXXXXXX;Consumer;PR;2857 Honey Terrace;725;2;Fitness;1.821.312.904;-6.637.059.021;LATAM;Tartagal;Argentina;8360;2/24/2017 13:47;53816;116;1.754.999.924;0.129999995;134543;4.499.000.168;-0.280000001;3;1.349.700.012;1.174.199.982;-3.275.999.832;South America;Salta;COMPLETE;;116;6;;http://images.acmesports.sports/Nike+Men%27s+Comfort+2+Slide;Nike Men's Comfort 2 Slide;4.499.000.168;0;2/26/2017 13:47;Second Class
CASH;2;1;4.483.000.183;1.234.899.979;Late delivery;1;18;Men's Footwear;Massapequa;EE. UU.;XXXXXXXXX;Mary;12417;Smith;XXXXXXXXX;Consumer;NY;9765 Umber Green;11758;4;Apparel;4.067.998.123;-734.734.726;LATAM;Buenos Aires;Argentina;12417;4/12/2015 22:06;6983;403;6.5;0.050000001;17489;1.299.900.055;0.360000014;1;1.299.900.055;1.234.899.979;4.483.000.183;South America;Buenos Aires;CLOSED;;403;18;;http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat;Nike Men's CJ Elite 2 TD Football Cleat;1.299.900.055;0;4/14/2015 22:06;First Class
CASH;2;1;4.695.000.076;1.091.900.024;Late delivery;1;18;Men's Footwear;Chicago;EE. UU.;XXXXXXXXX;Cynthia;8427;Velez;XXXXXXXXX;Consumer;IL;975 Honey Loop;60657;4;Apparel;4.189.629.746;-8.765.209.961;LATAM;Resistencia;Argentina;8427;2/3/2015 19:23;2317;403;2.079.999.924;0.159999996;5793;1.299.900.055;0.430000007;1;1.299.900.055;1.091.900.024;4.695.000.076;South America;Chaco;CLOSED;;403;18;;http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat;Nike Men's CJ Elite 2 TD Football Cleat;1.299.900.055;0;2/5/2015 19:23;First Class
PAYMENT;6;4;-1.227.300.034;7.437.999.725;Late delivery;1;29;Shop By Sport;Caguas;Puerto Rico;XXXXXXXXX;Diana;10067;Williams;XXXXXXXXX;Home Office;PR;9695 Bright Path;725;5;Golf;1.821.630.096;-6.637.055.206;LATAM;Santa Fe;Argentina;10067;3/13/2015 0:04;4865;627;5.599.999.905;0.07;12178;3.999.000.168;-1.649.999.976;2;7.998.000.336;7.437.999.725;-1.227.300.034;South America;Santa Fe;PAYMENT_REVIEW;;627;29;;http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe;Under Armour Girls' Toddler Spine Surge Runni;3.999.000.168;0;3/19/2015 0:04;Standard Class
PAYMENT;4;4;7.487.000.275;2.879.700.012;Shipping on time;0;9;Cardio Equipment;Caguas;Puerto Rico;XXXXXXXXX;Mary;10492;Smith;XXXXXXXXX;Home Office;PR;866 Burning Street;725;3;Footwear;1.829.597.855;-6.637.055.206;LATAM;San Juan;Argentina;10492;2/19/2017 13:37;53473;191;12;0.039999999;133615;9.998.999.786;0.25999999;3;2.999.700.012;2.879.700.012;7.487.000.275;South America;San Juan;PENDING_PAYMENT;;191;9;;http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe;Nike Men's Free 5.0+ Running Shoe;9.998.999.786;0;2/23/2017 13:37;Standard Class
PAYMENT;3;4;-3.650.000.095;2.609.700.012;Advance shipping;0;9;Cardio Equipment;Caguas;Puerto Rico;XXXXXXXXX;David;7716;Middleton;XXXXXXXXX;Home Office;PR;6943 Misty Quail Link;725;3;Footwear;182.743.969;-6.637.058.258;LATAM;Buenos Aires;Argentina;7716;3/15/2017 18:50;55132;191;39;0.129999995;137863;9.998.999.786;-0.01;3;2.999.700.012;2.609.700.012;-3.650.000.095;South America;Buenos Aires;PENDING_PAYMENT;;191;9;;http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe;Nike Men's Free 5.0+ Running Shoe;9.998.999.786;0;3/18/2017 18:50;Standard Class
PAYMENT;5;4;5.218.999.863;1.799.700.012;Late delivery;1;17;Cleats;Caguas;Puerto Rico;XXXXXXXXX;Mary;8112;Smith;XXXXXXXXX;Home Office;PR;8368 Colonial Line;725;4;Apparel;1.823.373.985;-663.706.131;LATAM;Mar del Plata;Argentina;8112;2/17/2017 19:55;53354;365;0;0;133305;5.999.000.168;0.289999992;3;1.799.700.012;1.799.700.012;5.218.999.863;South America;Buenos Aires (provincia);PENDING_PAYMENT;;365;17;;http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck;Perfect Fitness Perfect Rip Deck;5.999.000.168;0;2/22/2017 19:55;Standard Class
PAYMENT;2;4;4.427.000.046;9.837.999.725;Advance shipping;0;29;Shop By Sport;Caguas;Puerto Rico;XXXXXXXXX;Alexander;92;Medina;XXXXXXXXX;Home Office;PR;2805 Dewy Impasse;725;5;Golf;1.822.757.149;-6.604.355.621;LATAM;Buenos Aires;Argentina;92;5/27/2017 21:43;60141;627;2.159.000.015;0.180000007;150510;3.999.000.168;0.449999988;3;1.199.700.012;9.837.999.725;4.427.000.046;South America;Buenos Aires;PENDING_PAYMENT;;627;29;;http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe;Under Armour Girls' Toddler Spine Surge Runni;3.999.000.168;0;5/29/2017 21:43;Standard Class
PAYMENT;3;4;5.174.000.168;2.351.600.037;Advance shipping;0;3;Baseball & Softball;Caguas;Puerto Rico;XXXXXXXXX;Timothy;8602;Gilbert;XXXXXXXXX;Home Office;PR;469 Middle Berry Abbey;725;2;Fitness;1.829.161.835;-6.637.057.495;LATAM;San Justo;Argentina;8602;1/22/2017 23:07;51582;44;4.800.000.191;0.02;128898;5.999.000.168;0.219999999;4;2.399.600.067;2.351.600.037;5.174.000.168;South America;Santa Fe;PENDING_PAYMENT;;44;3;;http://images.acmesports.sports/adidas+Men%27s+F10+Messi+TRX+FG+Soccer+Cleat;adidas Men's F10 Messi TRX FG Soccer Cleat;5.999.000.168;0;1/25/2017 23:07;Standard Class
PAYMENT;3;4;6.124.000.168;2.111.600.037;Advance shipping;0;17;Cleats;Caguas;Puerto Rico;XXXXXXXXX;Mary;11796;Wall;XXXXXXXXX;Home Office;PR;2035 Thunder Corners;725;4;Apparel;1.826.891.899;-6.637.060.547;LATAM;Rosario;Argentina;11796;2/7/2017 12:14;52647;365;2.879.999.924;0.119999997;131607;5.999.000.168;0.289999992;4;2.399.600.067;2.111.600.037;6.124.000.168;South America;Santa Fe;PENDING_PAYMENT;;365;17;;http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck;Perfect Fitness Perfect Rip Deck;5.999.000.168;0;2/10/2017 12:14;Standard Class
DEBIT;6;2;5.393.000.031;1.859.799.957;Late delivery;1;9;Cardio Equipment;Caguas;Puerto Rico;XXXXXXXXX;Ann;10434;Smith;XXXXXXXXX;Consumer;PR;4149 Thunder Goose Wynd;725;3;Footwear;1.827.954.674;-6.637.054.443;LATAM;Buenos Aires;Argentina;10434;4/18/2015 11:56;7365;191;14;0.07;18441;9.998.999.786;0.289999992;2;1.999.799.957;1.859.799.957;5.393.000.031;South America;Buenos Aires;COMPLETE;;191;9;;http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe;Nike Men's Free 5.0+ Running Shoe;9.998.999.786;0;4/24/2015 11:56;Second Class
DEBIT;6;2;2.436.000.061;87;Late delivery;1;24;Women's Apparel;Caguas;Puerto Rico;XXXXXXXXX;Ann;10434;Smith;XXXXXXXXX;Consumer;PR;4149 Thunder Goose Wynd;725;5;Golf;1.827.954.674;-6.637.054.443;LATAM;Buenos Aires;Argentina;10434;4/18/2015 11:56;7365;502;13;0.129999995;18442;50;0.280000001;2;100;87;2.436.000.061;South America;Buenos Aires;COMPLETE;;502;24;;http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo;Nike Men's Dri-FIT Victory Golf Polo;50;0;4/24/2015 11:56;Second Class
DEBIT;5;2;1.661.000.061;147;Late delivery;1;24;Women's Apparel;Caguas;Puerto Rico;XXXXXXXXX;Elizabeth;4490;Smith;XXXXXXXXX;Consumer;PR;6317 Golden Bear Dell;725;5;Golf;1.820.479.202;-6.637.050.629;LATAM;Buenos Aires;Argentina;4490;4/30/2017 15:37;58274;502;3;0.02;145820;50;0.109999999;3;150;147;1.661.000.061;South America;Buenos Aires;COMPLETE;;502;24;;http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo;Nike Men's Dri-FIT Victory Golf Polo;50;0;5/5/2017 15:37;Second Class
DEBIT;6;2;3.556.000.137;1.367.700.043;Late delivery;1;37;Electronics;Caguas;Puerto Rico;XXXXXXXXX;Brandon;4751;Rowland;XXXXXXXXX;Consumer;PR;4675 Cozy Way;725;6;Outdoors;1.822.240.639;-6.637.059.784;LATAM;Buenos Aires;Argentina;4751;5/11/2015 02:58;8915;818;7.199.999.809;0.050000001;22235;4.799.000.168;0.25999999;3;1.439.700.012;1.367.700.043;3.556.000.137;South America;Buenos Aires;ON_HOLD;;818;37;;http://images.acmesports.sports/Titleist+Pro+V1x+Golf+Balls;Titleist Pro V1x Golf Balls;4.799.000.168;0;5/17/2015 2:58;Second Class
CASH;2;2;3.534.000.015;9.298.999.786;Shipping on time;0;9;Cardio Equipment;Caguas;Puerto Rico;XXXXXXXXX;Mary;3983;Smith;XXXXXXXXX;Corporate;PR;355 Cozy Square;725;3;Footwear;1.825.036.621;-6.637.056.732;LATAM;Buenos Aires;Argentina;3983;3/22/2015 19:09;5536;191;7;0.07;13821;9.998.999.786;0.379999995;1;9.998.999.786;9.298.999.786;3.534.000.015;South America;Buenos Aires;CLOSED;;191;9;;http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe;Nike Men's Free 5.0+ Running Shoe;9.998.999.786;0;3/24/2015 19:09;Second Class
CASH;3;2;-9.600.000.381;4.799.000.168;Late delivery;1;17;Cleats;Caguas;Puerto Rico;XXXXXXXXX;Mary;9085;Anderson;XXXXXXXXX;Corporate;PR;4669 Blue Barn Front;725;4;Apparel;1.826.636.887;-663.705.368;LATAM;Rosario;Argentina;9085;5/24/2017 22:15;59937;365;12;0.200000003;150013;5.999.000.168;-0.200000003;1;5.999.000.168;4.799.000.168;-9.600.000.381;South America;Santa Fe;CLOSED;;365;17;;http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck;Perfect Fitness Perfect Rip Deck;5.999.000.168;0;5/27/2017 22:15;Second Class
CASH;2;2;2.789.999.962;278.980.011;Shipping on time;0;43;Camping & Hiking;Caguas;Puerto Rico;XXXXXXXXX;Mary;3983;Smith;XXXXXXXXX;Corporate;PR;355 Cozy Square;725;7;Fan Shop;1.825.036.621;-6.637.056.732;LATAM;Buenos Aires;Argentina;3983;3/22/2015 19:09;5536;957;21;0.07;13820;299.980.011;0.100000001;1;299.980.011;278.980.011;2.789.999.962;South America;Buenos Aires;CLOSED;;957;43;;http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014;Diamondback Women's Serene Classic Comfort Bi;299.980.011;0;3/24/2015 19:09;Second Class
CASH;4;2;1.637.999.916;272.980.011;Late delivery;1;43;Camping & Hiking;Caguas;Puerto Rico;XXXXXXXXX;Mary;8997;Smith;XXXXXXXXX;Corporate;PR;8668 Shady Panda Expressway;725;7;Fan Shop;1.822.680.283;-6.637.052.918;LATAM;Buenos Aires;Argentina;8997;3/6/2015 09:43;4413;957;27;0.090000004;11054;299.980.011;0.059999999;1;299.980.011;272.980.011;1.637.999.916;South America;Buenos Aires;CLOSED;;957;43;;http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014;Diamondback Women's Serene Classic Comfort Bi;299.980.011;0;3/10/2015 09:43;Second Class
CASH;4;2;1.410.999.966;5.040.000.153;Late delivery;1;9;Cardio Equipment;Caguas;Puerto Rico;XXXXXXXXX;Mary;8997;Smith;XXXXXXXXX;Corporate;PR;8668 Shady Panda Expressway;725;3;Footwear;1.822.680.283;-6.637.052.918;LATAM;Buenos Aires;Argentina;8997;3/6/2015 09:43;4413;172;9.600.000.381;0.159999996;11056;30;0.280000001;2;60;5.040.000.153;1.410.999.966;South America;Buenos Aires;CLOSED;;172;9;;http://images.acmesports.sports/Nike+Women%27s+Tempo+Shorts;Nike Women's Tempo Shorts;30;0;3/10/2015 09:43;Second Class
CASH;2;2;3.800.999.832;7.918.000.031;Shipping on time;0;29;Shop By Sport;Caguas;Puerto Rico;XXXXXXXXX;Mary;3983;Smith;XXXXXXXXX;Corporate;PR;355 Cozy Square;725;5;Golf;1.825.036.621;-6.637.056.732;LATAM;Buenos Aires;Argentina;3983;3/22/2015 19:09;5536;627;0.800000012;0.01;13818;3.999.000.168;0.479999989;2;7.998.000.336;7.918.000.031;3.800.999.832;South America;Buenos Aires;CLOSED;;627;29;;http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe;Under Armour Girls' Toddler Spine Surge Runni;3.999.000.168;0;3/24/2015 19:09;Second Class
CASH;2;2;-6.370.000.076;91;Shipping on time;0;24;Women's Apparel;Caguas;Puerto Rico;XXXXXXXXX;Mary;3983;Smith;XXXXXXXXX;Corporate;PR;355 Cozy Square;725;5;Golf;1.825.036.621;-6.637.056.732;LATAM;Buenos Aires;Argentina;3983;3/22/2015 19:09;5536;502;9;0.090000004;13819;50;-0.699999988;2;100;91;-6.370.000.076;South America;Buenos Aires;CLOSED;;502;24;;http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo;Nike Men's Dri-FIT Victory Golf Polo;50;0;3/24/2015 19:09;Second Class
CASH;2;2;7.423.999.786;2.249.799.957;Shipping on time;0;9;Cardio Equipment;Caguas;Puerto Rico;XXXXXXXXX;Mary;3983;Smith;XXXXXXXXX;Corporate;PR;355 Cozy Square;725;3;Footwear;1.825.036.621;-6.637.056.732;LATAM;Buenos Aires;Argentina;3983;3/22/2015 19:09;5536;191;7.498.999.786;0.25;13817;9.998.999.786;0.330000013;3;2.999.700.012;2.249.799.957;7.423.999.786;South America;Buenos Aires;CLOSED;;191;9;;http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe;Nike Men's Free 5.0+ Running Shoe;9.998.999.786;0;3/24/2015 19:09;Second Class
CASH;3;2;1.055.899.963;3.519.599.915;Late delivery;1;9;Cardio Equipment;Caguas;Puerto Rico;XXXXXXXXX;Juan;180;Smith;XXXXXXXXX;Corporate;PR;2017 Fallen Sky Row;725;3;Footwear;1.824.753.189;-6.602.528.381;LATAM;Rosario;Argentina;180;3/14/2015 3:03;4942;191;48;0.119999997;12365;9.998.999.786;0.300000012;4;3.999.599.915;3.519.599.915;1.055.899.963;South America;Santa Fe;CLOSED;;191;9;;http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe;Nike Men's Free 5.0+ Running Shoe;9.998.999.786;0;3/17/2015 3:03;Second Class
